"Data";"Hora (UTC)";"Temp. Ins. (C)";"Temp. Max. (C)";"Temp. Min. (C)";"Umi. Ins. (%)";"Umi. Max. (%)";"Umi. Min. (%)";"Pto Orvalho Ins. (C)";"Pto Orvalho Max. (C)";"Pto Orvalho Min. (C)";"Pressao Ins. (hPa)";"Pressao Max. (hPa)";"Pressao Min. (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Raj. Vento (m/s)";"Radiacao (KJ/m²)";"Chuva (mm)"
"08/12/2018";"0000";"12,7";"14,6";"12,7";"59,0";"59,0";"51,0";"4,9";"5,0";"4,4";"911,7";"911,7";"910,9";"3,1";"193,0";"6,5";"";"0,0"
"08/12/2018";"0100";"11,7";"12,7";"11,7";"70,0";"70,0";"59,0";"6,5";"6,5";"4,9";"912,2";"912,3";"911,7";"2,6";"178,0";"7,1";"";"0,0"
"08/12/2018";"0200";"10,7";"11,7";"10,7";"77,0";"77,0";"70,0";"6,8";"7,0";"6,5";"912,5";"912,5";"912,2";"2,9";"165,0";"6,2";"";"0,0"
"08/12/2018";"0300";"9,8";"10,8";"9,8";"80,0";"80,0";"76,0";"6,5";"6,9";"6,4";"912,6";"912,7";"912,5";"1,6";"166,0";"5,9";"";"0,0"
"08/12/2018";"0400";"9,3";"9,9";"9,3";"81,0";"81,0";"79,0";"6,2";"6,6";"6,2";"912,2";"912,6";"912,2";"0,9";"156,0";"2,8";"";"0,0"
"08/12/2018";"0500";"8,4";"9,8";"8,2";"85,0";"85,0";"78,0";"6,0";"6,5";"5,4";"911,9";"912,2";"911,9";"0,4";"94,0";"3,0";"";"0,0"
"08/12/2018";"0600";"8,3";"8,5";"7,3";"86,0";"90,0";"85,0";"6,2";"6,5";"5,5";"911,4";"911,9";"911,4";"0,7";"212,0";"1,0";"";"0,0"
"08/12/2018";"0700";"7,0";"8,3";"6,9";"91,0";"92,0";"86,0";"5,5";"6,3";"5,2";"911,3";"911,5";"911,2";"1,1";"189,0";"1,9";"";"0,0"
"08/12/2018";"0800";"5,4";"7,0";"5,4";"93,0";"94,0";"91,0";"4,4";"5,7";"4,4";"911,7";"911,7";"911,3";"0,6";"148,0";"3,6";"";"0,0"
"08/12/2018";"0900";"6,0";"6,1";"5,3";"93,0";"95,0";"93,0";"4,9";"5,3";"4,4";"912,1";"912,1";"911,7";"2,6";"231,0";"3,2";"125,20";"0,0"
"08/12/2018";"1000";"9,4";"9,4";"6,0";"76,0";"93,0";"75,0";"5,3";"6,8";"5,0";"912,7";"912,7";"912,1";"1,5";"167,0";"3,5";"913,50";"0,0"
"08/12/2018";"1100";"11,6";"11,8";"9,3";"63,0";"76,0";"61,0";"4,8";"5,7";"4,3";"913,2";"913,2";"912,7";"2,1";"102,0";"4,1";"1831,20";"0,0"
"08/12/2018";"1200";"13,9";"14,4";"11,6";"51,0";"65,0";"50,0";"3,9";"6,5";"3,6";"913,3";"913,3";"913,1";"2,7";"85,0";"5,4";"2678,80";"0,0"
"08/12/2018";"1300";"15,5";"16,1";"13,9";"45,0";"58,0";"42,0";"3,7";"6,0";"1,5";"913,4";"913,5";"913,3";"2,3";"38,0";"5,4";"3324,70";"0,0"
"08/12/2018";"1400";"17,6";"17,8";"15,4";"39,0";"52,0";"38,0";"3,6";"7,0";"2,4";"912,9";"913,4";"912,9";"3,4";"60,0";"5,8";"3781,40";"0,0"
"08/12/2018";"1500";"18,2";"18,7";"17,0";"31,0";"45,0";"30,0";"0,8";"5,5";"0,5";"912,3";"912,9";"912,3";"1,6";"112,0";"6,5";"4046,70";"0,0"
"08/12/2018";"1600";"19,8";"20,0";"18,1";"33,0";"42,0";"29,0";"3,0";"5,7";"0,3";"911,6";"912,3";"911,6";"2,2";"353,0";"6,8";"4047,70";"0,0"
"08/12/2018";"1700";"20,3";"21,2";"19,7";"26,0";"34,0";"25,0";"0,1";"3,8";"-0,4";"911,0";"911,6";"910,9";"3,7";"85,0";"7,1";"3837,50";"0,0"
"08/12/2018";"1800";"21,3";"21,8";"20,2";"26,0";"32,0";"24,0";"1,3";"3,3";"-0,4";"910,2";"911,0";"910,2";"2,2";"128,0";"7,1";"3356,50";"0,0"
"08/12/2018";"1900";"21,8";"22,4";"21,2";"28,0";"31,0";"26,0";"2,6";"3,9";"1,2";"909,8";"910,2";"909,8";"3,6";"54,0";"8,8";"2708,40";"0,0"
"08/12/2018";"2000";"21,7";"22,2";"21,2";"36,0";"41,0";"27,0";"6,1";"7,9";"1,7";"909,7";"909,9";"909,6";"3,0";"17,0";"6,5";"1887,50";"0,0"
"08/12/2018";"2100";"19,6";"21,7";"19,6";"42,0";"42,0";"36,0";"6,3";"7,0";"5,4";"909,7";"909,8";"909,7";"4,7";"48,0";"7,9";"1006,10";"0,0"
"08/12/2018";"2200";"17,4";"19,6";"17,4";"46,0";"46,0";"41,0";"5,7";"6,6";"5,4";"909,9";"909,9";"909,7";"3,5";"48,0";"7,4";"230,50";"0,0"
"08/12/2018";"2300";"15,4";"17,4";"15,4";"55,0";"55,0";"46,0";"6,5";"6,5";"5,6";"910,1";"910,1";"909,9";"3,7";"45,0";"6,2";"0,10";"0,0"
"09/12/2018";"0000";"14,3";"15,5";"13,8";"68,0";"68,0";"55,0";"8,5";"8,5";"6,5";"910,6";"910,6";"910,1";"5,2";"58,0";"8,9";"";"0,0"
"09/12/2018";"0100";"13,1";"14,3";"13,1";"80,0";"80,0";"68,0";"9,7";"9,7";"8,6";"911,7";"911,7";"910,6";"5,0";"60,0";"8,9";"";"0,0"
"09/12/2018";"0200";"11,8";"13,1";"11,8";"86,0";"86,0";"80,0";"9,5";"9,7";"9,5";"912,0";"912,0";"911,7";"4,8";"58,0";"8,0";"";"0,0"
"09/12/2018";"0300";"11,6";"11,8";"11,5";"86,0";"87,0";"86,0";"9,3";"9,6";"9,3";"911,7";"912,0";"911,7";"5,9";"65,0";"10,3";"";"0,0"
"09/12/2018";"0400";"11,6";"11,6";"11,5";"86,0";"87,0";"86,0";"9,4";"9,4";"9,2";"911,1";"911,8";"911,0";"5,8";"65,0";"10,4";"";"0,0"
"09/12/2018";"0500";"11,5";"11,7";"11,5";"88,0";"88,0";"85,0";"9,5";"9,6";"9,2";"910,7";"911,1";"910,6";"4,5";"71,0";"8,4";"";"0,0"
"09/12/2018";"0600";"11,3";"11,5";"11,3";"88,0";"88,0";"87,0";"9,4";"9,6";"9,3";"910,7";"910,8";"910,7";"4,3";"72,0";"6,7";"";"0,0"
"09/12/2018";"0700";"11,3";"11,4";"11,3";"88,0";"88,0";"87,0";"9,4";"9,5";"9,2";"911,1";"911,1";"910,6";"3,6";"63,0";"7,4";"";"0,0"
"09/12/2018";"0800";"11,2";"11,4";"11,1";"83,0";"88,0";"83,0";"8,5";"9,3";"8,5";"911,6";"911,6";"911,1";"3,4";"52,0";"6,9";"";"0,0"
"09/12/2018";"0900";"11,4";"11,5";"11,1";"81,0";"86,0";"80,0";"8,2";"8,9";"8,2";"912,1";"912,2";"911,6";"4,2";"54,0";"8,4";"55,60";"0,0"
"09/12/2018";"1000";"12,4";"12,5";"11,4";"79,0";"81,0";"78,0";"8,8";"9,0";"8,1";"912,8";"912,8";"912,1";"4,9";"62,0";"7,5";"357,00";"0,0"
"09/12/2018";"1100";"14,4";"14,7";"12,3";"66,0";"80,0";"65,0";"8,2";"9,3";"7,9";"913,1";"913,2";"912,8";"6,5";"54,0";"10,3";"1219,60";"0,0"
"09/12/2018";"1200";"14,9";"16,5";"14,4";"65,0";"67,0";"62,0";"8,5";"9,6";"7,9";"913,1";"913,3";"913,0";"6,6";"31,0";"11,8";"2877,50";"0,0"
"09/12/2018";"1300";"17,2";"17,6";"14,9";"57,0";"68,0";"56,0";"8,6";"10,0";"8,3";"913,1";"913,2";"913,0";"5,9";"64,0";"10,3";"3073,00";"0,0"
"09/12/2018";"1400";"18,9";"18,9";"16,8";"55,0";"61,0";"51,0";"9,7";"10,2";"8,0";"912,8";"913,1";"912,7";"4,9";"31,0";"10,1";"3781,80";"0,0"
"09/12/2018";"1500";"20,5";"20,6";"18,3";"49,0";"58,0";"47,0";"9,4";"11,1";"8,3";"912,3";"912,8";"912,3";"4,3";"15,0";"8,6";"4065,00";"0,0"
"09/12/2018";"1600";"21,4";"21,9";"20,0";"48,0";"56,0";"46,0";"9,9";"11,5";"8,8";"911,7";"912,4";"911,7";"4,3";"48,0";"7,7";"4039,50";"0,0"
"09/12/2018";"1700";"22,3";"23,1";"20,8";"42,0";"53,0";"40,0";"8,6";"11,7";"8,3";"911,1";"911,7";"911,1";"2,8";"43,0";"7,7";"3823,30";"0,0"
"09/12/2018";"1800";"22,4";"23,4";"22,3";"45,0";"48,0";"39,0";"10,0";"11,5";"8,1";"910,6";"911,1";"910,6";"3,0";"25,0";"10,4";"2751,40";"0,0"
"09/12/2018";"1900";"23,0";"23,7";"22,4";"44,0";"48,0";"40,0";"10,1";"11,4";"8,7";"910,1";"910,6";"910,1";"3,5";"66,0";"6,4";"1999,60";"0,0"
"09/12/2018";"2000";"22,4";"24,2";"22,4";"48,0";"49,0";"40,0";"10,7";"11,7";"9,4";"909,4";"910,1";"909,4";"4,5";"65,0";"7,7";"1856,80";"0,0"
"09/12/2018";"2100";"21,3";"22,4";"21,2";"52,0";"53,0";"46,0";"11,0";"11,4";"10,3";"909,4";"909,4";"909,1";"4,3";"63,0";"8,4";"588,20";"0,0"
"09/12/2018";"2200";"19,5";"21,3";"19,4";"59,0";"59,0";"51,0";"11,2";"11,3";"10,7";"909,8";"909,8";"909,4";"3,9";"64,0";"7,7";"253,90";"0,0"
"09/12/2018";"2300";"17,9";"19,6";"17,9";"67,0";"67,0";"58,0";"11,8";"11,8";"11,1";"910,3";"910,3";"909,8";"4,0";"38,0";"7,9";"8,80";"0,0"
"10/12/2018";"0000";"16,0";"17,9";"16,0";"81,0";"81,0";"67,0";"12,7";"12,8";"11,8";"911,1";"911,1";"910,3";"3,8";"41,0";"8,0";"";"0,0"
"10/12/2018";"0100";"15,1";"16,2";"15,1";"83,0";"83,0";"80,0";"12,3";"12,8";"12,3";"912,0";"912,0";"911,1";"6,3";"65,0";"10,1";"";"0,0"
"10/12/2018";"0200";"14,5";"15,1";"14,4";"87,0";"87,0";"83,0";"12,3";"12,3";"12,2";"912,5";"912,5";"912,0";"6,0";"50,0";"10,9";"";"0,0"
"10/12/2018";"0300";"14,4";"14,5";"14,4";"88,0";"88,0";"87,0";"12,4";"12,4";"12,3";"912,4";"912,5";"912,2";"5,1";"56,0";"10,8";"";"0,0"
"10/12/2018";"0400";"14,5";"14,5";"14,4";"89,0";"89,0";"88,0";"12,8";"12,8";"12,4";"912,5";"912,6";"912,4";"4,7";"49,0";"11,6";"";"0,0"
"10/12/2018";"0500";"14,6";"14,7";"14,5";"91,0";"91,0";"89,0";"13,0";"13,0";"12,8";"912,4";"912,7";"912,4";"2,7";"66,0";"8,0";"";"0,0"
"10/12/2018";"0600";"14,5";"14,6";"14,4";"93,0";"93,0";"91,0";"13,4";"13,4";"13,0";"911,8";"912,4";"911,7";"4,3";"61,0";"6,8";"";"0,0"
"10/12/2018";"0700";"14,6";"14,6";"14,5";"92,0";"93,0";"92,0";"13,3";"13,4";"13,3";"911,9";"911,9";"911,3";"2,7";"52,0";"8,4";"";"0,0"
"10/12/2018";"0800";"14,6";"14,7";"14,5";"92,0";"92,0";"91,0";"13,2";"13,4";"13,2";"912,1";"912,3";"911,8";"4,0";"53,0";"6,3";"";"0,0"
"10/12/2018";"0900";"14,6";"14,7";"14,5";"91,0";"92,0";"91,0";"13,2";"13,3";"13,2";"912,8";"912,9";"912,1";"3,5";"48,0";"7,0";"53,50";"0,0"
"10/12/2018";"1000";"15,5";"15,7";"14,6";"87,0";"91,0";"86,0";"13,3";"13,9";"13,1";"913,2";"913,2";"912,8";"3,5";"59,0";"6,1";"360,40";"0,0"
"10/12/2018";"1100";"17,1";"17,8";"15,4";"79,0";"87,0";"78,0";"13,5";"14,2";"13,1";"913,2";"913,3";"913,1";"2,8";"41,0";"6,4";"1330,20";"0,0"
"10/12/2018";"1200";"20,5";"20,5";"16,9";"73,0";"81,0";"71,0";"15,5";"15,6";"13,4";"913,1";"913,2";"913,1";"3,3";"37,0";"6,0";"2302,30";"0,0"
"10/12/2018";"1300";"21,8";"22,6";"20,0";"62,0";"73,0";"59,0";"14,3";"15,8";"13,6";"912,7";"913,0";"912,7";"3,2";"1,0";"6,6";"3182,90";"0,0"
"10/12/2018";"1400";"23,3";"24,4";"21,5";"56,0";"65,0";"54,0";"14,0";"16,0";"13,5";"912,3";"912,7";"912,3";"2,7";"344,0";"7,6";"3520,60";"0,0"
"10/12/2018";"1500";"26,1";"26,3";"23,3";"42,0";"58,0";"41,0";"12,4";"15,1";"11,5";"911,8";"912,3";"911,7";"4,4";"294,0";"8,8";"3149,30";"0,0"
"10/12/2018";"1600";"26,9";"27,0";"25,1";"41,0";"47,0";"38,0";"12,5";"13,7";"10,3";"911,3";"911,8";"911,3";"2,1";"246,0";"9,3";"3754,90";"0,0"
"10/12/2018";"1700";"27,2";"27,9";"26,1";"36,0";"44,0";"34,0";"10,9";"13,7";"10,2";"910,7";"911,3";"910,7";"3,7";"304,0";"8,2";"3862,50";"0,0"
"10/12/2018";"1800";"28,2";"28,5";"26,3";"33,0";"41,0";"33,0";"10,5";"13,0";"10,2";"910,0";"910,7";"910,0";"3,0";"311,0";"6,8";"2958,70";"0,0"
"10/12/2018";"1900";"28,2";"28,8";"27,5";"34,0";"38,0";"31,0";"10,7";"11,9";"9,5";"909,5";"910,0";"909,5";"2,5";"237,0";"7,1";"2666,20";"0,0"
"10/12/2018";"2000";"28,2";"29,1";"27,1";"32,0";"37,0";"31,0";"9,9";"11,9";"9,5";"909,2";"909,5";"909,2";"2,4";"226,0";"5,5";"1738,90";"0,0"
"10/12/2018";"2100";"28,2";"28,6";"28,0";"34,0";"35,0";"31,0";"10,6";"11,1";"9,5";"909,2";"909,3";"909,1";"1,2";"250,0";"5,6";"980,70";"0,0"
"10/12/2018";"2200";"25,4";"28,2";"25,3";"43,0";"44,0";"33,0";"11,8";"12,2";"9,7";"909,8";"909,8";"909,2";"1,4";"289,0";"3,3";"201,10";"0,0"
"10/12/2018";"2300";"22,3";"25,5";"22,3";"62,0";"62,0";"41,0";"14,5";"14,7";"11,2";"910,3";"910,3";"909,8";"3,0";"18,0";"4,6";"";"0,0"